si no,LATITUDE,LONGITUDE,District,Elevation,Slope,Rainfall,MinTemp,MaxTemp,Humidity,NDVI,B,Ca,Cu,EC,Fe,K,Mg,Mn,N,Org_C,P,S,Zn,pH
2126,11.63055992,76.22437286,Wayanad,912,1.3252531,19.43977642,15.18494752,27.48131372,62.53044412,0.43569022,0.200000003,716,0.430000007,0.13,30.04000092,132.7200012,87.29000092,49.34999847,625,2.779999971,74.22000122,47.95999908,10.85999966,4.710000038
2127,11.6870842,76.265711,Wayanad,915,1.8935639,12.86354589,14.73629282,27.72364407,59.73813951,0.6265703,0.0305,122,7.159999847,0.14,57.125,379.45775,40.66666667,15.85999966,152.5,0.610000014,96,54.20824814,6.400000095,5.409999847
2128,11.63020039,76.20310211,Wayanad,888,4.8132973,19.43977642,15.18494752,27.48131372,62.53044412,0.66523075,0.680000007,412.8200073,3.579999924,0.14,61.84999847,257.2200012,105,35.27999878,402,0.75,31.25,15.25,5.199999809,4.079999924
2129,11.54769993,76.20359802,Wayanad,855,7.1496944,99.89254713,15.23309242,27.17794821,67.63693221,0.48725948,1.139999986,398.5599976,3.109999895,0.14,56.25999832,158.9900055,85,49.86000061,458,0.810000002,52.95999908,39.95999908,5.099999905,4.889999866
2130,11.71006489,76.079788,Wayanad,761,7.4380736,23.00255585,16.32744619,29.33652412,62.41055442,0.5857707,0.540000021,228.5200043,3.069999933,0.14,49.52999878,202.5200043,0,52.22000122,487,0.899999976,79.25,48.22000122,4.679999828,5.090000153
2131,11.78981209,76.121868,Wayanad,803,9.26573,20.37845039,16.52675229,29.36926422,61.01049218,0.68861586,0.970000029,401.2900085,6.360000134,0.14,26.53000069,212.25,0,28.96999931,352,0.959999979,87.25,50.27999878,8.220000267,4.650000095
2132,11.64153194,75.986058,Wayanad,747,7.587665,103.518146,16.42856882,28.34290703,66.35653247,0.5331143,0.959999979,358.3999939,5.010000229,0.14,79.69920349,311.7999878,97,58.99000168,614,1.299999952,49.38999939,21.25,3.999000072,4.699999809
2133,11.57503986,76.116124,Wayanad,782,6.5974603,37.31223035,15.89819567,27.89625965,63.8170557,0.67928475,0.097999997,370,6.130000114,0.14,28.20000076,300.1700134,150,51.20500183,512,1.610000014,13.46000004,51.375,4.099999905,5.889999866
2134,11.63949966,76.349823,Wayanad,911,9.611493,20.57959223,14.72673187,27.51860673,62.38642216,0.7150317,0.083035714,332.1428572,7.78000021,0.14,54.10725021,322.5239045,110.7142857,43.17857144,415.1785715,1.660714286,69.75,46.0748435,4.650000095,5.369999886
2135,11.74213219,76.023462,Wayanad,747,19.101822,29.12201726,15.94865307,28.43124674,65.52757814,0.72227,0.230000004,408.3500061,5.400000095,0.14,36.52999878,170.5500031,0,28.96999931,528,1.870000005,80.98999786,45.22000122,4.21999979,5.210000038
2136,11.8202734,76.146507,Wayanad,740,9.509992,18.98152125,16.52675229,29.36926422,61.01049218,0.34591788,0.094818653,379.2746114,1.789999962,0.14,67.83324475,359.660875,126.4248705,49.30569948,474.0932642,1.896373057,63.31880951,51.380125,4.221253872,5.699999809
2137,11.74108982,76.27081299,Wayanad,921,8.496888,13.73950768,14.73629282,27.72364407,59.73813951,0.72261626,0.101785714,407.1428572,3.660000086,0.14,113.0662071,189,135.7142857,52.92857144,508.9285715,2.035714286,56.84999847,27,3.789999962,6.420000076
2138,11.67076015,76.32733154,Wayanad,861,10.096576,15.09248847,14.73629282,27.72364407,59.73813951,0.6020452,0.104999997,420,3.710000038,0.14,89.09999847,597.625,140,54.59999847,525,2.099999905,111.9000015,85.375,7.460000038,5.699999809
2139,11.78652287,75.886552,Wayanad,740,8.341578,45.62537098,16.7309212,28.49599162,65.09255946,0.7514651,0.073600002,280,4.570000172,0.14,79.25,250.6560059,72,65.84799957,715,2.326530612,7.335999966,40.375,8.930000305,4.650000095
2140,11.64187813,75.984868,Wayanad,745,6.731894,103.518146,16.42856882,28.34290703,66.35653247,0.68503666,0.086599998,640,3.869999886,0.14,38.20000076,214.8159943,144,66.2519989,624,2.326530612,46.67039871,57.53125,2.859999895,5.5
2141,11.62724018,76.21669006,Wayanad,909,7.4738555,19.43977642,15.18494752,27.48131372,62.53044412,0.58547354,0.090000004,310,1.350000024,0.14,12.13000011,412.7200012,0,21.28000069,321,0.550000012,58.40999985,49.95999908,8.069999695,5.320000172
2142,11.71666718,76.047603,Wayanad,739,3.823293,29.12201726,15.94865307,28.43124674,65.52757814,0.625884,0.090000004,408.519989,4.289999962,0.14,41.27000046,308.2399902,0,41.25,486,1.289999962,61.27999878,63.25,6.449999809,5.539999962
2143,11.61827374,76.03656006,Wayanad,770,5.7373023,28.24711943,16.42856882,28.34290703,66.35653247,0.7057001,0.090000004,352,9.010000229,0.14,36.97999954,874.1300049,117.3300018,45.75999832,440,1.75999999,48.75,124.8799973,3.25,5.309999943
2144,11.62539959,75.96199799,Wayanad,840,6.532671,103.518146,16.42856882,28.34290703,66.35653247,0.79682046,0.090000004,328.519989,3,0.14,48.27999878,312.2099915,185,25.28000069,578,2.579999924,82.94999695,50,8.5,4
2145,11.76301384,76.014675,Wayanad,733,10.6615305,24.35911709,16.44396231,28.94347639,62.13998578,0.6248336,0.100000001,880,4.889999866,0.14,61.61000061,333.4599915,109,56.25,712,1.470000029,24.42000008,66.25,4.099999905,5.5
2146,11.6452179,76.033083,Wayanad,728,4.8135414,28.24711943,16.42856882,28.34290703,66.35653247,0.43762752,0.100000001,418,3.339999914,0.14,64.27999878,253.75,139.3300018,54.34000015,522.5,2.089999914,47.84999847,36.25,3.190000057,5.53000021
2147,11.66917896,76.055351,Wayanad,736,9.199214,24.71585375,16.32744619,29.33652412,62.41055442,0.7836914,0.109999999,432,8.25,0.14,81.94999695,460.6000061,144,56.15999985,540,2.160000086,125.6999969,65.80000305,8.380000114,5.840000153
2148,11.82034969,76.010055,Wayanad,767,10.139132,30.68331051,16.44396231,28.94347639,62.13998578,0.5224925,0.119999997,412.6400146,4.659999847,0.14,35.27999878,524.25,0,40.27999878,429,0.850000024,39.38999939,31.28000069,6.349999905,5.139999866
2149,11.68837738,76.109514,Wayanad,751,10.265491,19.87357426,16.32744619,29.33652412,62.41055442,0.7010849,0.119999997,478,5.559999943,0.14,68.12999725,372.3399963,159.3300018,62.13999939,597.5,2.390000105,64.86000061,53.18999863,4.320000172,5.300000191
2150,11.62537384,76.032261,Wayanad,756,16.492657,28.24711943,16.42856882,28.34290703,66.35653247,0.64106244,0.129999995,526,9,0.14,65.13999939,184.5,175.3300018,68.37999725,657.5,2.630000114,58.79999924,26.36000061,3.920000076,5.510000229
2151,11.77318001,76.027529,Wayanad,761,2.6497855,24.35911709,16.44396231,28.94347639,62.13998578,0.6684031,0.159999996,640,3.799999952,0.14,115,354.1400146,115,42.27999878,501,1.419999957,25.39999962,100,4.300000191,5.800000191
2152,11.80432129,76.01355743,Wayanad,734,0.94744337,30.68331051,16.44396231,28.94347639,62.13998578,0.752443,0.180000007,590,6,0.14,115,322.4200134,98,45.65999985,798,1.200000048,60.16999817,72.5,4.199999809,5.800000191
2153,11.71329975,76.08540344,Wayanad,755,4.662878,23.00255585,16.32744619,29.33652412,62.41055442,0.4600572,0.180000007,385.519989,5.860000134,0.14,28.29000092,412.230011,97,39.90000153,523,1.860000014,35.52999878,36.52000046,8.5,4.559999943
2154,11.64430046,76.05470276,Wayanad,731,3.388963,30.44018316,15.89819567,27.89625965,63.8170557,0.50655305,0.200000003,583.6500244,2.579999924,0.14,35.22000122,508.2799988,121,65.86000061,624,0.75999999,50.22000122,45.63000107,5.960000038,6.119999886
2155,11.59860039,76.24890137,Wayanad,922,2.1076384,31.79931426,15.18494752,27.48131372,62.53044412,0.79608154,0.209999993,452,1.350000024,0.14,21.27000046,222.5800018,91,69.95999908,536,2.450000048,42.40000153,79.62999725,9.550000191,5.260000229
2156,11.81871986,76.018786,Wayanad,773,10.857201,30.68331051,16.44396231,28.94347639,62.13998578,0.47226074,1.039999962,523.3200073,5.960000038,0.15,42.86000061,218.1999969,0,38.95999908,499,1.24000001,39.36000061,39.90000153,6.320000172,5.360000134
2157,11.74095154,75.858452,Wayanad,735,9.195146,121.4390578,16.55277457,28.31941534,68.3520686,0.7671696,0.087399997,180.6199951,3.410000086,0.15,88.40000153,340.256012,132,81,602,1.408163265,6.664000034,67.84375,4.349999905,5.03000021
2158,11.5855217,76.317248,Wayanad,928,3.7816222,24.06327093,14.72673187,27.51860673,62.38642216,0.6294361,0.25,312.2799988,4.860000134,0.15,35.91999817,202.1999969,0,59.22999954,758,1.559999943,28.95999908,40.22999954,5.320000172,4.989999771
2159,11.85752583,76.176621,Wayanad,749,7.438137,23.41175294,16.39262411,28.42335742,58.95388257,0.75670034,0.085714286,342.8571428,9.420000076,0.15,51.623225,263.396112,114.2857143,44.57142856,428.5714285,1.714285714,54.59999847,37.628016,3.640000105,4.989999771
2160,11.6636591,76.357515,Wayanad,872,17.079721,16.56945914,14.49134927,27.75986239,58.65480935,0.6173092,0.089000002,356,1.940000057,0.15,73.708125,298.375,118.6666667,46.27999878,445,1.779999971,84.37650299,42.625,5.625100136,6.400000095
2161,11.66203785,76.329358,Wayanad,888,6.3014045,15.09248847,14.73629282,27.72364407,59.73813951,0.598398,0.092,368,6.449999809,0.15,62.658625,333.375,122.6666667,47.84000015,460,1.840000033,82.76999664,47.625,5.518000126,5.5
2162,11.80176067,76.09668732,Wayanad,725,9.43429,18.88560307,16.52675229,29.36926422,61.01049218,0.47460318,0.097499996,390,2.170000076,0.15,75.031707,202.125,130,50.70000076,487.5,1.950000048,101.3850021,28.875,6.758999825,6
2163,11.64301014,76.26641083,Wayanad,886,7.294463,14.42213708,14.72673187,27.51860673,62.38642216,0.49695587,0.059999999,390,3.220000029,0.15,31.28000069,235.0899963,96.19999695,21.82999992,658,1.100000024,132.2200012,76.73000336,5.489999771,5.510000229
2164,11.69142532,76.0798645,Wayanad,751,6.532703,24.71585375,16.32744619,29.33652412,62.41055442,0.5701421,0.07,724.6300049,4.739999771,0.15,75.5,135.6399994,124,58.58000183,587,1.120000005,10.44999981,29.25,5.139999866,5.519999981
2165,11.62589836,76.126132,Wayanad,786,10.5912695,32.90189242,15.89819567,27.89625965,63.8170557,0.6537333,0.079999998,700,4.25,0.15,101,366.3500061,114,39.63000107,602,2.25,16.47999954,40,2.880000114,6.099999905
2166,11.63556004,76.27749634,Wayanad,885,3.8232248,14.42213708,14.72673187,27.51860673,62.38642216,0.4566474,0.090000004,298.2200012,5.710000038,0.15,80.02999878,272.1600037,98.55000305,15.28999996,625,1.639999986,126.3600006,33.75999832,10.22000027,6.329999924
2167,11.64656353,76.195161,Wayanad,792,5.2870545,30.04404676,15.18494752,27.48131372,62.53044412,0.7068102,0.090000004,352,3.670000076,0.15,56,222.8999939,117.3300018,45.75999832,440,1.75999999,71.23000336,31.84000015,4.75,5.309999943
2168,11.62192345,76.02375031,Wayanad,776,10.538521,28.24711943,16.42856882,28.34290703,66.35653247,0.59118813,0.090000004,620,4.110000134,0.15,58.5,394.2399902,146,79.51999664,498,2.579999924,20.85000038,40,4.809999943,5.460000038
2169,11.66058922,76.266602,Wayanad,884,6.532688,12.86354589,14.73629282,27.72364407,59.73813951,0.61210686,0.100000001,400,5.829999924,0.15,51.58625031,301.875,133.3333333,52,500,2,177,43.125,11.80000019,5.099999905
2170,11.79479313,76.017796,Wayanad,737,3.7844715,24.35911709,16.44396231,28.94347639,62.13998578,0.55218214,0.119999997,285,3.400000095,0.15,55.79999924,412.4700012,132,52.52999878,715,1.379999995,16.54000092,60,5.239999771,5.78000021
2171,11.6252346,76.244435,Wayanad,899,4.6623335,19.43977642,15.18494752,27.48131372,62.53044412,0.5467184,0.189999998,358.2000122,8.640000343,0.15,59.65999985,385.519989,0,39.61999893,285,0.980000019,28.28000069,41.25,4.659999847,5.869999886
2172,11.59434032,76.22445679,Wayanad,870,7.293708,31.79931426,15.18494752,27.48131372,62.53044412,0.58622754,0.189999998,761.5,2.309999943,0.15,127.1999969,456.8500061,98.51999664,32.27999878,521,2.890000105,49.93000031,78.58999634,9.300000191,5.420000076
2173,11.54765129,76.035219,Wayanad,769,14.27511,107.3562555,17.93006102,29.24338868,65.56911816,0.55125594,0.105999999,237,3.220000029,0.16,29.43000031,137.1999969,28,59.65250015,328,0.920000017,10.46000004,100.125,4.889999866,6.210000038
2174,11.82148647,75.98731232,Wayanad,757,6.702416,38.24488544,16.44396231,28.94347639,62.13998578,0.6526731,1.080000043,825.25,6.170000076,0.16,33.95000076,528.2199707,0,52.97999954,416,0.99000001,39.95000076,21.28000069,4.21999979,5.869999886
2175,11.93440819,76.045479,Wayanad,869,7.8959103,48.84901595,16.24917229,28.74895919,59.53256002,0.56408286,0.064000003,256,4.949999809,0.16,39.875,757.3125,85.33333333,33.27999878,320,1.279999971,125.4000015,108.1875,8.359999657,5.630000114
2176,11.63315678,76.015771,Wayanad,745,12.582648,28.24711943,16.42856882,28.34290703,66.35653247,0.42923433,0.639999986,385.75,1.980000019,0.16,47.27999878,136.8899994,100,21.28000069,702,1.450000048,41.27000046,23.75,5.519999981,5.300000191
2177,11.6397543,75.99511719,Wayanad,749,10.139076,103.518146,16.42856882,28.34290703,66.35653247,0.68512803,1.019999981,388.7099915,3.960000038,0.16,68.51999664,95.33999634,78,49.68899918,698,1.5,51.26290131,22.25,3.511409998,4.900000095
2178,11.56464672,76.043158,Wayanad,781,5.474059,38.38857722,16.42856882,28.34290703,66.35653247,0.39146847,1.039999962,310.7799988,6.119999886,0.16,51.38899994,166.75,148,51.97000122,598,1.5,130.4499969,35,3.187999964,4.309999943
2179,11.81234455,76.188452,Wayanad,773,4.6634955,25.52896392,16.4266591,28.94855652,58.86110322,0.7579641,0.076339286,305.3571428,3.349999905,0.16,49.76874924,310.403625,101.7857143,39.69642856,381.6964285,1.526785714,101.6999969,44.343375,6.78000021,5.610000134
2180,11.75132656,76.192542,Wayanad,898,8.273563,23.74894345,16.4266591,28.94855652,58.86110322,0.7047024,0.086999997,348,5.199999809,0.16,30.625,876.75,116,45.24000168,435,1.74000001,196.6499939,125.25,13.10999966,5.690000057
2181,11.90258694,76.00800323,Wayanad,790,18.575714,48.84901595,16.24917229,28.74895919,59.53256002,0.73203266,0.091071429,364.2857142,2.390000105,0.16,111.875,595.875,121.4285714,47.35714285,455.3571428,1.821428571,59.54999924,85.125,3.970000029,6.21999979
2182,11.65069008,76.315553,Wayanad,904,8.893594,15.09248847,14.73629282,27.72364407,59.73813951,0.78686905,0.094499998,378,8.420000076,0.16,42.732375,197.75,126,49.13999939,472.5,1.889999986,81.69450378,28.25,5.44630003,4.519999981
2183,11.72587967,76.2804718,Wayanad,911,5.7394657,13.73950768,14.73629282,27.72364407,59.73813951,0.61732566,0.104464286,417.8571428,8.489999771,0.16,46.19072625,152.25,139.2857143,54.32142856,522.3214285,2.089285714,57.59999847,21.75,3.839999914,5.300000191
2184,11.79568481,76.161692,Wayanad,800,2.987281,23.74894345,16.4266591,28.94855652,58.86110322,0.47575462,0.133000001,532,2.619999886,0.16,60.7458625,214.375,177.3333333,69.16000366,665,2.660000086,127.7272491,30.625,8.51515007,6.210000038
2185,11.67672157,76.370483,Wayanad,857,4.6273675,16.56945914,14.49134927,27.75986239,58.65480935,0.70914185,0.151999995,608,8.760000229,0.16,74.8227005,338.625,202.6666667,79.04000092,760,3.039999962,78.98384857,48.375,5.265590191,5.46999979
2186,11.62252522,75.99617004,Wayanad,808,9.61105,103.518146,16.42856882,28.34290703,66.35653247,0.74088925,0.087200001,440,3.109999895,0.16,26.5,643.1040039,216,69.55280304,523,3.091836735,7.571199894,45.6640625,2.309999943,5.199999809
2187,11.63210011,76.26139832,Wayanad,902,4.6894217,14.42213708,14.72673187,27.51860673,62.38642216,0.6514939,0.07,289.6199951,3.859999895,0.16,52.63000107,396.3399963,157,29.87000084,624,1.399999976,71.25,52.25,4.900000095,3.99000001
2188,11.62589836,76.126132,Wayanad,786,10.5912695,32.90189242,15.89819567,27.89625965,63.8170557,0.6537333,0.090000004,652,4.71999979,0.16,98,352.1400146,147,55.52999878,598,2.200000048,15.56000042,48.13000107,3.140000105,6.070000172
2189,11.73634911,76.060552,Wayanad,722,2.7802885,23.00255585,16.32744619,29.33652412,62.41055442,0.5762066,0.100000001,550,5.5,0.16,60.33000183,150.75,99,29.28000069,728,2.099999905,20.47999954,48.75,4.099999905,5.5
2190,11.68369007,76.14939117,Wayanad,769,3.3892975,19.87357426,16.32744619,29.33652412,62.41055442,0.72470546,0.129999995,740.5,5.639999866,0.16,86.44999695,212.4799957,86,45.52999878,425,1.679999948,16.78000069,46.88000107,5.800000191,5.599999905
2191,11.77416611,75.876528,Wayanad,743,10.302141,45.62537098,16.7309212,28.49599162,65.09255946,0.46683958,1.120000005,450,6.122300148,0.167,62.27999878,125.1699982,96,39.63290024,524,1.230000019,187.4299927,7,5.449999809,4.869999886
2192,11.81921101,76.00541687,Wayanad,742,8.022329,30.68331051,16.44396231,28.94347639,62.13998578,0.83320564,0.910000026,546.5200195,6.78000021,0.17,28.53000069,258.5799866,0,35.90000153,274,0.460000008,85.25,35.11000061,5.150000095,5.239999771
2193,11.61771011,76.241577,Wayanad,908,7.29407,19.43977642,15.18494752,27.48131372,62.53044412,0.49684653,1.149999976,396.2900085,8.119999886,0.17,65.27999878,423.3900146,0,28.51000023,245,0.460000008,39.59999847,28.21999931,3.210000038,5.400000095
2194,11.66458511,75.972175,Wayanad,752,11.541572,25.51089454,15.94865307,28.43124674,65.52757814,0.6083834,0.075999998,400.2399902,5.789999962,0.17,82.12000275,70.13999939,82.5,33.29999924,299,0.720000029,13.32999992,26.25,6.019999981,5.579999924
2195,11.54522991,76.17504883,Wayanad,884,8.015436,76.31769872,15.23309242,27.17794821,67.63693221,0.53411114,0.75,635.6300049,2.50999999,0.17,48.25,135.5899963,0,42.84999847,359,0.800000012,82.37000275,78.83000183,4.289999962,4.78000021
2196,11.84989929,75.98758698,Wayanad,811,4.2126703,38.24488544,16.44396231,28.94347639,62.13998578,0.6009636,0.850000024,358.519989,5.75,0.17,36.27999878,285.9200134,0,21.86000061,298,0.959999979,28.51000023,39.68999863,8.220000267,5.519999981
2197,11.60364532,76.010652,Wayanad,738,4.9964895,28.24711943,16.42856882,28.34290703,66.35653247,0.51836604,0.108000003,300,3.5,0.17,27.10000038,302.2879944,72,46.62651825,398,0.979591837,29.6128006,51.3828125,4.639999866,5.559999943
2198,11.74173069,76.116901,Wayanad,783,4.815153,18.84184039,16.32744619,29.33652412,62.41055442,0.4613115,0.870000005,298.519989,2.869999886,0.17,56.31999969,128.2899933,0,18.97999954,402,1.039999962,75.22000122,57.33000183,7.28000021,4.960000038
2199,11.5827446,76.11055756,Wayanad,776,2.6488585,37.31223035,15.89819567,27.89625965,63.8170557,0.7129252,0.097000003,543,5.900000095,0.17,36.77999878,195.6399994,237,42.52000046,568,1.090000033,21.20999908,41.625,4.329999924,5.679999828
2200,11.6672802,76.250213,Wayanad,891,14.125575,12.86354589,14.73629282,27.72364407,59.73813951,0.62455,0.059067358,236.2694301,5.989999771,0.17,69.48625183,387.625,78.75647668,30.71502591,295.3367876,1.18134715,106.3499985,55.375,7.090000153,6.099999905
2201,11.65576553,76.245232,Wayanad,894,8.510341,20.14771375,16.04212262,28.8355131,60.19013451,0.64335155,0.063730568,254.9222798,3.660000086,0.17,75.15350342,372.75,84.97409326,33.13989637,318.6528497,1.274611399,89.25,53.25,5.949999809,6.090000153
2202,11.53755188,76.034983,Wayanad,767,12.80195,107.3562555,17.93006102,29.24338868,65.56911816,0.56712157,0.939999998,144.1999969,5.210000038,0.17,39.52799988,168.3000031,65,63.20500183,396,1.549999952,7.099999905,19,5.012000084,4.650000095
2203,11.61700058,76.012065,Wayanad,757,3.8934567,28.24711943,16.42856882,28.34290703,66.35653247,0.5391561,1.019999981,710.7199707,3.980000019,0.17,75.25,550.4799805,99,28.96899986,578,1.600000024,28.45000076,555,5.960000038,5.099999905
2204,11.74831867,76.193742,Wayanad,890,9.563453,26.4541409,16.04212262,28.8355131,60.19013451,0.7013172,0.096000001,384,6.550000191,0.17,55.125,722.5750122,128,49.91999817,480,1.919999957,76.5,103.2249985,5.099999905,5.590000153
